task_id	hash	native_id	name	status	exit	realtime	peak_vmem	peak_rss
111	19/984880	2254263	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 40s	38.7 GB	38 GB
58	98/68c179	2254210	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	13m 51s	26.4 GB	25.5 GB
125	eb/71cd17	2254276	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 6s	38.7 GB	38 GB
118	3b/886aaf	2254270	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 27s	38.7 GB	38 GB
132	b5/3c5e15	2254283	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 27s	38.7 GB	38 GB
1732	36/9f0a41	2254379	run_method (schraivogel/enhancer_screen_chr11/gene+liscovitch_method)	COMPLETED	0	27.9s	4.2 GB	3.6 GB
139	e0/47836c	2254290	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	2m 45s	38.7 GB	38 GB
153	9b/1eb427	2254304	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	2m 45s	38.7 GB	38 GB
146	f5/ec1e39	2254300	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	2m 45s	38.7 GB	38 GB
51	df/72707c	2254203	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 51s	25.8 GB	24.9 GB
160	6b/194824	2254311	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 22s	38.7 GB	38 GB
167	cb/f0db5f	2254319	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 19s	38.7 GB	38 GB
38	e5/e99ea9	2254189	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m	10.5 GB	9.7 GB
174	67/778dfc	2254326	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 11s	38.7 GB	38 GB
181	3d/73bb20	2254334	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 32s	38.7 GB	38 GB
188	1a/d06326	2254340	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	2m 50s	38.7 GB	38 GB
45	56/53f0ed	2254197	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 52s	10.5 GB	9.7 GB
195	a2/e8c7e9	2254347	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 16s	38.7 GB	38 GB
657	cb/33661e	2254363	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 22s	27.4 GB	26.7 GB
1406	67/4fcc23	2254365	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	4m 31s	41.7 GB	41 GB
52	86/0da130	2254204	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 20s	10.5 GB	9.7 GB
1953	e2/943764	2254423	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	48.7s	4.4 GB	3.6 GB
12	20/c0e48e	2254163	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	55m 53s	27.6 GB	26.7 GB
59	51/4b66ee	2254211	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 24s	10.5 GB	9.7 GB
86	06/07e3b2	2254238	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	14m 45s	25.7 GB	24.9 GB
580	59/4c032f	2254389	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 31s	27.4 GB	26.7 GB
1988	90/03e035	2254425	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	46.5s	4.4 GB	3.7 GB
65	97/2f300f	2254217	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 21s	25.4 GB	24.6 GB
72	9c/f6e2ea	2254224	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 28s	25.8 GB	24.9 GB
121	e2/7be566	2254273	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 9s	25.8 GB	24.9 GB
93	27/7e776c	2254245	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 24s	26.4 GB	25.5 GB
100	f0/2fcff9	2254252	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 39s	25.7 GB	24.9 GB
114	5c/014e43	2254265	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 44s	25.8 GB	24.9 GB
128	be/ddf5ae	2254280	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 5s	25.4 GB	24.6 GB
142	90/cb2e0c	2254294	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 44s	25.8 GB	24.9 GB
149	a1/8d1617	2254301	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 14s	25.7 GB	24.9 GB
156	dd/c64aa9	2254307	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 57s	25.8 GB	24.9 GB
177	2a/c249a5	2254328	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	15m 25s	25.8 GB	24.9 GB
79	bd/501d3b	2254231	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	20m 17s	25.8 GB	24.9 GB
107	85/85030b	2254258	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	19m 49s	25.7 GB	24.9 GB
713	f8/5cfa17	2254410	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 33s	27.4 GB	26.7 GB
1813	c7/f83d1d	2254443	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 3s	4.2 GB	3.5 GB
5	7a/2cc718	2254157	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 2m 2s	27.6 GB	26.7 GB
191	3d/193c04	2254343	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	15m 21s	25.8 GB	24.9 GB
2623	d0/18ccad	2254427	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 15s	16.1 GB	15.5 GB
1689	b8/e314f8	2254442	run_method (schraivogel/enhancer_screen_chr11/gene+seurat_de)	COMPLETED	0	52.7s	4.3 GB	3.6 GB
135	5f/895ec6	2254287	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	20m 30s	25.8 GB	24.9 GB
66	5a/e237f7	2254218	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 41s	10.5 GB	9.7 GB
1863	8b/bd5a4b	2254451	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method)	COMPLETED	0	1m 7s	2.5 GB	1.7 GB
170	0d/0f70e7	2254323	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 40s	25.7 GB	24.9 GB
1738	ef/007bb0	2254450	run_method (schraivogel/enhancer_screen_chr11/gene+seurat_de)	COMPLETED	0	49.2s	4.3 GB	3.6 GB
163	d1/0ea036	2254315	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	20m 36s	25.8 GB	24.9 GB
19	12/e1519d	2254172	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	54m 33s	27.6 GB	26.7 GB
2567	94/ce067d	2254438	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 14s	16.2 GB	15.5 GB
1795	e5/afce50	2254458	run_method (schraivogel/enhancer_screen_chr11/gene+liscovitch_method)	COMPLETED	0	28.6s	4.2 GB	3.6 GB
184	4e/eeef55	2254336	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 39s	25.8 GB	24.9 GB
965	ac/f49cce	2254446	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	3m 3s	27.4 GB	26.7 GB
94	42/0c7449	2254246	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 34s	10.5 GB	9.7 GB
2310	f7/71108e	2254461	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 39s	1.1 GB	411.6 MB
73	7e/9a16b9	2254225	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 43s	10.5 GB	9.7 GB
80	93/4f0349	2254232	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 31s	10.5 GB	9.7 GB
101	04/065a5e	2254254	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 12s	10.5 GB	9.7 GB
108	65/950035	2254260	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 7s	10.5 GB	9.7 GB
136	10/429988	2254288	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 57s	10.5 GB	9.7 GB
143	58/52eb7a	2254295	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 23s	10.5 GB	9.7 GB
150	71/ef9fda	2254303	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 32s	10.5 GB	9.7 GB
157	83/586d10	2254309	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 13s	10.5 GB	9.7 GB
584	d2/3b15e9	2254403	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	19m 52s	7.4 GB	6.6 GB
1294	9f/a736e3	2254434	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 36s	41.7 GB	41 GB
293	04/c7e4ea	2254441	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 25s	38.7 GB	38 GB
2079	10/d1e111	2254478	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	58.5s	4.4 GB	3.7 GB
87	3f/851d37	2254239	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	26m 50s	10.5 GB	9.7 GB
129	8d/f1f2e2	2254282	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	26m 47s	10.5 GB	9.7 GB
171	3f/5928eb	2254322	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 17s	10.5 GB	9.7 GB
198	ca/9d9ced	2254350	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	20m 33s	25.8 GB	24.9 GB
26	62/88131e	2254178	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	56m 7s	27.6 GB	26.7 GB
1548	0a/467e4c	2254435	run_method (papalexi/eccite_screen/gene+schraivogel_method)	COMPLETED	0	8m 57s	13.5 GB	12.7 GB
1617	e9/2b487d	2254486	run_method (papalexi/eccite_screen/protein+nb_regression)	COMPLETED	0	11.2s	1.1 GB	394.8 MB
164	fc/6dd458	2254316	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 37s	10.5 GB	9.7 GB
1021	34/f2aa7f	2254469	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 46s	27.4 GB	26.7 GB
2382	c1/c927d6	2254489	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de)	COMPLETED	0	17.4s	1.3 GB	469.8 MB
1077	1d/b1f685	2254466	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 17s	41.7 GB	41 GB
1101	37/41d9e3	2254380	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	19m 22s	28.2 GB	27.3 GB
583	a5/37e5e4	2254402	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 34s	18.8 GB	18 GB
1028	40/8223e2	2254477	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 28s	41.7 GB	41 GB
2469	d2/bf4e7d	2254495	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	11.6s	1.1 GB	436.5 MB
185	d2/2cde54	2254337	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 38s	10.5 GB	9.7 GB
115	35/2fef34	2254267	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	30m 10s	10.5 GB	9.7 GB
2078	e8/974b1c	2254493	run_method (schraivogel/enhancer_screen_chr8/gene+permutation_test)	COMPLETED	0	50.6s	4.3 GB	3.6 GB
1102	31/34afae	2254381	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	23m 18s	9.8 GB	9 GB
1662	f9/2a9e04	2254501	run_method (papalexi/eccite_screen/protein+liscovitch_method)	COMPLETED	0	10.8s	1 GB	344.9 MB
178	a8/73e13a	2254331	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	26m 54s	10.5 GB	9.7 GB
730	f5/d9486d	2254413	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 20s	18.8 GB	18 GB
2312	c8/61f734	2254503	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de)	COMPLETED	0	17.9s	1.3 GB	467 MB
2080	3a/571c9d	2254494	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 7s	2.7 GB	1.9 GB
2439	3e/389fdd	2254504	run_method (schraivogel/ground_truth_tapseq/gene+liscovitch_method)	COMPLETED	0	13.4s	1 GB	372.8 MB
1392	ca/72015f	2254481	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	4m 8s	41.7 GB	41 GB
2133	33/16872c	2254487	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 42s	29.8 GB	29.1 GB
1087	ac/aa8a6f	2254391	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	17m 29s	28.2 GB	27.3 GB
199	a0/a739ce	2254352	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	27m 1s	10.5 GB	9.7 GB
1760	a6/0a5443	2254510	run_method (schraivogel/enhancer_screen_chr11/gene+liscovitch_method)	COMPLETED	0	28.2s	4.2 GB	3.6 GB
2413	2f/3953a8	2254511	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	11.6s	1.1 GB	429.3 MB
192	bb/030eec	2254344	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	27m	10.5 GB	9.7 GB
2591	35/bb6d5d	2254399	run_method (simulated/experiment_1/gene+schraivogel_method)	COMPLETED	0	20m 21s	21.1 GB	20.2 GB
233	75/0c9ced	2254428	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	15m 44s	26 GB	25.1 GB
2182	03/a3989d	2254502	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 30s	29.8 GB	29.1 GB
1339	55/b13c14	2254394	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	20m 58s	28.2 GB	27.3 GB
2255	3b/98f068	2254371	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	28m 19s	29.2 GB	28.3 GB
394	7d/8b1732	2254420	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 55s	25.8 GB	24.9 GB
419	27/665ae5	2254513	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 30s	38.7 GB	38 GB
1088	ed/e33139	2254392	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 54s	9.8 GB	9 GB
577	b1/4d1ffe	2254444	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	17m 55s	7.4 GB	6.6 GB
1353	53/2286d0	2254448	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	17m 18s	28.2 GB	27.3 GB
710	d7/ac1740	2254445	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 30s	7.4 GB	6.6 GB
1343	1a/924d4e	2254519	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 57s	41.7 GB	41 GB
122	9b/333015	2254275	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	39m 39s	10.5 GB	9.7 GB
2593	62/4835b8	2254400	run_method (simulated/experiment_1/gene+liscovitch_method)	COMPLETED	0	35m 52s	4.7 GB	4 GB
54	b9/96236c	2254206	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	52m 7s	27.6 GB	26.7 GB
1472	a1/296ab6	2254411	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	22m 27s	28.2 GB	27.3 GB
395	c5/41e984	2254421	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 23s	10.5 GB	9.7 GB
513	47/6323f3	2254490	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 58s	18.8 GB	18 GB
33	9d/347061	2254185	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	58m 56s	27.6 GB	26.7 GB
1974	23/2e2dda	2254533	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	47.2s	4.4 GB	3.6 GB
1193	ac/b9b73f	2254422	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	23m 53s	9.8 GB	9 GB
1042	9b/be9ed5	2254529	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 48s	41.7 GB	41 GB
2637	39/796648	2254534	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 4s	16.2 GB	15.5 GB
709	d5/bdfd3b	2254507	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 19s	18.8 GB	18 GB
2087	98/8c2245	2254387	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	35m 35s	29.2 GB	28.3 GB
1480	27/ed4222	2254449	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 56s	9.8 GB	9 GB
1024	d8/d98ce9	2254474	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	19m 48s	28.2 GB	27.4 GB
290	29/8e6c67	2254439	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	26m 44s	10.5 GB	9.7 GB
1151	75/5e20b0	2254455	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 25s	9.8 GB	9 GB
436	74/3aed81	2254464	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	23m 37s	25.8 GB	24.9 GB
1521	22/3aee00	2254484	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	19m 42s	28.2 GB	27.3 GB
514	22/d4d692	2254491	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 31s	7.4 GB	6.6 GB
1410	8f/926f12	2254457	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	25m 4s	9.8 GB	9 GB
40	3b/f31e46	2254191	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 5m 22s	27.6 GB	26.7 GB
605	dc/6e099b	2254497	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 42s	7.4 GB	6.6 GB
2101	f7/d17556	2254412	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	32m 20s	29.2 GB	28.3 GB
549	11/a66043	2254514	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	17m 44s	7.4 GB	6.6 GB
1763	8f/b837f2	2254556	run_method (schraivogel/enhancer_screen_chr11/gene+permutation_test)	COMPLETED	0	57.2s	4.1 GB	3.5 GB
2122	d2/969d01	2254417	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	33m 49s	29.2 GB	28.3 GB
2150	82/875ceb	2254431	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	32m 31s	29.2 GB	28.3 GB
1764	11/46ced3	2254557	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 10s	4.2 GB	3.5 GB
2448	a7/3e1f05	2254559	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	11.6s	1.1 GB	429.3 MB
1025	e0/90136f	2254473	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	28m 33s	9.8 GB	9 GB
1325	6d/ceac47	2254521	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	17m 18s	28.2 GB	27.4 GB
61	be/8c64eb	2254213	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	54m 37s	27.6 GB	26.7 GB
103	28/64473e	2254255	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	54m 31s	27.5 GB	26.7 GB
2565	10/f677ec	2254436	run_method (simulated/experiment_1/gene+liscovitch_method)	COMPLETED	0	37m 11s	4.7 GB	4 GB
2449	8f/35330e	2254560	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 12s	1.1 GB	391.7 MB
1185	a2/887f0b	2254526	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	17m 20s	28.2 GB	27.3 GB
89	af/78886f	2254241	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	55m 48s	27.6 GB	26.7 GB
472	76/559ac1	2254496	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	26m 39s	10.5 GB	9.7 GB
1529	70/aa4d1c	2254500	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	25m 39s	9.8 GB	9 GB
1830	68/06a24c	2254571	run_method (schraivogel/enhancer_screen_chr11/gene+liscovitch_method)	COMPLETED	0	28.4s	4.2 GB	3.6 GB
110	df/23b588	2254262	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	57m 4s	27.6 GB	26.7 GB
47	af/75425d	2254199	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 11m 19s	27.6 GB	26.7 GB
461	7d/a7b5bf	2254563	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 18s	38.7 GB	38 GB
1545	55/0c0b45	2254564	run_method (papalexi/eccite_screen/gene+weissman_method)	COMPLETED	0	2m 24s	18.2 GB	17.6 GB
117	0a/6e322e	2254269	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	57m 15s	27.6 GB	26.7 GB
1983	30/f28e24	2254579	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de)	COMPLETED	0	54s	4.5 GB	3.7 GB
2178	c2/038de7	2254460	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	34m 8s	29.2 GB	28.3 GB
1168	56/444326	2254568	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 53s	41.7 GB	41 GB
377	39/c2f99d	2254572	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	2m 50s	38.7 GB	38 GB
807	f7/5793f4	2254543	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	14m 20s	18.8 GB	18 GB
647	25/fda5ff	2254532	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	19m 19s	7.4 GB	6.6 GB
1592	68/067027	2254397	run_method (papalexi/eccite_screen/gene+liscovitch_method)	COMPLETED	0	58m 19s	4.9 GB	4.2 GB
1585	65/e75e68	2254406	run_method (papalexi/eccite_screen/gene+liscovitch_method)	COMPLETED	0	57m 42s	4.9 GB	4.2 GB
68	0c/746f9c	2254219	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 2m 19s	27.5 GB	26.7 GB
1186	c2/383dc5	2254525	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 27s	9.8 GB	9 GB
124	2c/2ab9d4	2254277	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 2m 35s	27.6 GB	26.7 GB
2539	36/4e6e49	2254588	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	1m 43s	16.1 GB	15.5 GB
2115	15/5597f7	2254522	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	28m 8s	29.2 GB	28.3 GB
415	ba/fc3481	2254547	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	19m	25.7 GB	24.9 GB
