task_id	hash	native_id	name	status	exit	realtime	peak_vmem	peak_rss
2469	28/02a166	2256028	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	11.3s	1.1 GB	468.9 MB
139	8b/ab444c	2255951	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	4m 1s	38.7 GB	38 GB
146	67/5312de	2255959	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 56s	38.7 GB	38 GB
153	82/1f72b9	2255965	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 54s	38.7 GB	38 GB
167	b1/0add5c	2255979	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	4m 8s	38.7 GB	38 GB
174	24/f2449d	2255986	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 52s	38.7 GB	38 GB
132	75/44573d	2255945	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	4m 4s	38.7 GB	38 GB
2470	08/dc80f2	2256029	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 6s	1.1 GB	391 MB
1797	b2/78ed13	2256041	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method)	COMPLETED	0	29.5s	4.1 GB	3.5 GB
181	ac/976317	2255994	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 5s	38.7 GB	38 GB
188	75/36e7b6	2256000	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 34s	38.7 GB	38 GB
2471	c4/f086d9	2256030	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 44s	1.1 GB	411.5 MB
118	fd/194241	2255930	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	5m 39s	38.7 GB	38 GB
125	b1/cb3475	2255936	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	5m 44s	38.7 GB	38 GB
195	8a/cd3d0f	2256007	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 52s	38.7 GB	38 GB
202	d5/caacc8	2256013	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 49s	38.7 GB	38 GB
2050	6f/050c58	2256049	run_method (schraivogel/enhancer_screen_chr8/gene+permutation_test)	COMPLETED	0	39.9s	4.3 GB	3.6 GB
2112	44/8ca21a	2256025	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	4m 18s	29.8 GB	29.1 GB
2052	f4/d84850	2256050	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 5s	2.8 GB	2 GB
1042	91/3d70e1	2256039	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 45s	41.7 GB	41 GB
30	7c/13f349	2255843	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	14m 55s	25.8 GB	24.9 GB
37	6d/15eb03	2255849	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	15m 1s	26.4 GB	25.5 GB
44	35/8ea8db	2255856	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	14m 47s	25.7 GB	24.9 GB
51	9d/2de1c8	2255863	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	16m 56s	25.7 GB	24.9 GB
2	39/0606d7	2255815	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 38s	25.7 GB	24.9 GB
9	cc/f56b2e	2255820	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 56s	25.8 GB	24.9 GB
23	49/8a966f	2255834	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 40s	25.8 GB	24.9 GB
184	8b/d973a6	2255996	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	14m 54s	25.7 GB	24.9 GB
156	46/a94526	2255968	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 18s	25.8 GB	24.9 GB
79	55/d356fb	2255891	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 15s	25.8 GB	24.9 GB
16	bd/58a281	2255829	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 54s	25.7 GB	24.9 GB
100	f0/661835	2255912	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 44s	25.8 GB	24.9 GB
65	1f/d47c1f	2255877	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 35s	25.4 GB	24.5 GB
72	74/db6dd6	2255884	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 57s	25.7 GB	24.9 GB
107	b0/ee203b	2255919	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 28s	25.8 GB	24.9 GB
58	63/e42b92	2255870	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	19m 13s	25.8 GB	24.9 GB
1942	c7/69a931	2256069	run_method (schraivogel/enhancer_screen_chr8/gene+liscovitch_method)	COMPLETED	0	27.3s	4.4 GB	3.7 GB
114	a8/e2aa38	2255926	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 28s	25.7 GB	24.9 GB
149	d1/3ae9b4	2255962	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	19m 22s	25.8 GB	24.9 GB
163	9a/924665	2255975	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 50s	25.8 GB	24.9 GB
93	3b/e62e6b	2255905	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	19m 56s	25.7 GB	24.8 GB
170	b3/ee2d74	2255982	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	19m 4s	25.8 GB	24.9 GB
2553	4e/314f0b	2256063	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 13s	16.1 GB	15.4 GB
1972	61/417410	2256076	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method)	COMPLETED	0	26.4s	4.4 GB	3.7 GB
2355	30/33a115	2256078	run_method (schraivogel/ground_truth_tapseq/gene+liscovitch_method)	COMPLETED	0	12.2s	1.1 GB	410.9 MB
86	a1/760682	2255898	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	20m 40s	25.8 GB	24.9 GB
1715	44/494cfe	2256075	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 5s	4.2 GB	3.5 GB
177	0d/5535b4	2255989	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	20m 42s	25.7 GB	24.8 GB
128	de/3e576f	2255940	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	21m 25s	25.7 GB	24.9 GB
135	d9/d10203	2255947	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	21m 53s	25.7 GB	24.9 GB
142	cb/386404	2255954	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	21m 47s	25.7 GB	24.9 GB
1182	45/e4ac2c	2256066	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 50s	41.7 GB	41 GB
2189	3c/7b43c3	2256071	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 17s	29.8 GB	29.1 GB
2403	bd/048e8f	2256083	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de)	COMPLETED	0	19s	1.2 GB	405.3 MB
436	eb/16ab42	2256033	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 13s	25.7 GB	24.9 GB
10	24/c26e1e	2255823	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 3s	10.5 GB	9.7 GB
94	d0/90559e	2255906	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	23m 19s	10.5 GB	9.7 GB
191	9a/7a1cbf	2256003	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	19m 50s	25.8 GB	24.9 GB
198	43/32d00e	2256010	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	19m 23s	25.8 GB	24.9 GB
668	6f/51ce75	2256036	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 22s	7.4 GB	6.6 GB
45	44/b5a27e	2255857	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 12s	10.5 GB	9.7 GB
542	28/b3efc5	2256043	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	17m 29s	7.4 GB	6.6 GB
3	1e/76f548	2255814	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 24s	10.5 GB	9.7 GB
1638	2a/0915fe	2256092	run_method (papalexi/eccite_screen/protein+nb_regression)	COMPLETED	0	11.5s	1.1 GB	394 MB
1639	01/36c412	2256093	run_method (papalexi/eccite_screen/protein+schraivogel_method)	COMPLETED	0	26s	1.6 GB	779.8 MB
1640	63/2ad2de	2256094	run_method (papalexi/eccite_screen/protein+seurat_de)	COMPLETED	0	15.1s	1.3 GB	492.9 MB
1641	9d/7a3797	2256095	run_method (papalexi/eccite_screen/protein+liscovitch_method)	COMPLETED	0	10.6s	1 GB	355.9 MB
1858	e2/96ad51	2256096	run_method (schraivogel/enhancer_screen_chr11/gene+liscovitch_method)	COMPLETED	0	26.3s	3.8 GB	3.1 GB
87	a4/37d459	2255899	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 11s	10.5 GB	9.7 GB
794	ea/5f8825	2256046	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	17m 47s	7.4 GB	6.6 GB
24	46/61b04b	2255836	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 6s	10.5 GB	9.7 GB
31	1e/0a1113	2255842	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 48s	10.5 GB	9.7 GB
80	1a/d5a5ac	2255893	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 23s	10.5 GB	9.7 GB
2504	f4/e0b5d2	2256100	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	12.1s	1.1 GB	424.5 MB
52	e6/d00b63	2255864	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 54s	10.5 GB	9.7 GB
66	fd/8da5d3	2255878	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 16s	10.5 GB	9.7 GB
17	fc/fffb0c	2255828	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 28s	10.5 GB	9.7 GB
164	78/b510ec	2255976	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 28s	10.5 GB	9.7 GB
171	53/05f07e	2255984	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 14s	10.5 GB	9.7 GB
38	88/5f852f	2255850	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 20s	10.5 GB	9.7 GB
59	12/169f69	2255871	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 35s	10.5 GB	9.7 GB
101	e8/7a4ae8	2255913	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 47s	10.5 GB	9.7 GB
108	82/0d8128	2255920	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m	10.5 GB	9.7 GB
136	de/a21f2f	2255948	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 12s	10.5 GB	9.7 GB
2373	26/451d55	2256098	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 39s	1.1 GB	412.4 MB
1241	6e/aad69a	2256020	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	22m 22s	28.2 GB	27.3 GB
157	aa/3bafdf	2255969	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 11s	10.5 GB	9.7 GB
2505	fb/b6516a	2256101	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 9s	1.1 GB	392.3 MB
2506	3e/298831	2256102	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 44s	1.1 GB	415.4 MB
2346	22/c6760b	2256119	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method)	COMPLETED	0	33.4s	1.8 GB	1003.3 MB
115	3f/f89c8d	2255927	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 42s	10.5 GB	9.7 GB
129	68/05de47	2255941	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 46s	10.5 GB	9.7 GB
143	ac/943dbb	2255955	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 40s	10.5 GB	9.7 GB
150	c4/67859f	2255961	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 44s	10.5 GB	9.7 GB
178	a0/eaec92	2255990	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 55s	10.5 GB	9.7 GB
2009	32/caf3c0	2256112	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	51.6s	4.4 GB	3.6 GB
2011	71/c49bfb	2256114	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de)	COMPLETED	0	53.4s	4.5 GB	3.7 GB
2010	6b/e1362f	2256113	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 7s	2.7 GB	1.9 GB
1116	1d/400c52	2256018	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	23m 59s	9.8 GB	9 GB
1242	f0/a39ab8	2256019	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 10s	9.8 GB	9 GB
199	f9/3fd980	2256011	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 46s	10.5 GB	9.7 GB
185	81/b9a0e1	2255997	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	26m 21s	10.5 GB	9.7 GB
2609	1c/f922f3	2256120	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 28s	16.1 GB	15.4 GB
1490	ba/2811e5	2256111	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 42s	41.7 GB	41 GB
192	75/abad25	2256004	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	26m 29s	10.5 GB	9.7 GB
437	16/0fbcf1	2256034	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 48s	10.5 GB	9.7 GB
1563	b7/bde93f	2256068	run_method (papalexi/eccite_screen/gene+seurat_de)	COMPLETED	0	11m 11s	5.1 GB	4.3 GB
1140	25/fdfb54	2256128	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 1s	41.7 GB	41 GB
2570	de/35aff4	2256054	run_method (simulated/experiment_1/gene+schraivogel_method)	COMPLETED	0	20m 36s	21.1 GB	20.2 GB
513	36/265df8	2256056	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	14m 50s	18.8 GB	18 GB
73	f3/d09cb1	2255885	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	30m 4s	10.5 GB	9.7 GB
1709	8e/a94260	2256137	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method)	COMPLETED	0	1m 11s	2.7 GB	1.8 GB
2492	08/c48ec9	2256139	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 38s	1.1 GB	413.2 MB
121	ed/6a114c	2255934	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	30m 57s	25.7 GB	24.9 GB
1437	16/7d950d	2256053	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	22m 29s	28.2 GB	27.3 GB
1552	3a/e59e30	2256145	run_method (papalexi/eccite_screen/gene+weissman_method)	COMPLETED	0	2m 6s	18.2 GB	17.5 GB
2337	ce/73d51b	2256147	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 7s	1.1 GB	391.3 MB
514	7a/c1e1f6	2256057	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 33s	7.4 GB	6.6 GB
2588	90/551b43	2256152	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 10s	16.1 GB	15.4 GB
349	2b/c037cd	2256149	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 32s	38.7 GB	38 GB
289	86/066521	2256042	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	31m 13s	25.8 GB	24.9 GB
1917	e2/f6d1cb	2256158	run_method (schraivogel/enhancer_screen_chr8/gene+permutation_test)	COMPLETED	0	38.6s	4.3 GB	3.6 GB
1283	56/b32177	2256059	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	21m 39s	28.2 GB	27.3 GB
612	81/2bc23f	2256080	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 26s	7.4 GB	6.6 GB
1916	c1/6309b9	2256161	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method)	COMPLETED	0	23.5s	4.3 GB	3.6 GB
122	f6/b5eacb	2255933	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	39m 34s	10.5 GB	9.7 GB
478	3f/f99f77	2256104	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 48s	25.7 GB	24.9 GB
534	55/063eb8	2256136	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	14m 7s	18.8 GB	18 GB
605	74/af04c0	2256107	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 1s	7.4 GB	6.6 GB
850	3b/1dc50b	2256109	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 6s	7.4 GB	6.6 GB
2453	14/254b38	2256167	run_method (schraivogel/ground_truth_tapseq/gene+liscovitch_method)	COMPLETED	0	12.6s	1.1 GB	411.1 MB
2451	e0/fdc7dd	2256166	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method)	COMPLETED	0	33.2s	1.9 GB	1014.1 MB
1122	5a/643a76	2256082	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	21m 52s	28.2 GB	27.3 GB
2661	a9/6e582a	2256085	run_method (simulated/experiment_1/gene+schraivogel_method)	COMPLETED	0	21m 29s	21.1 GB	20.2 GB
1273	51/9b86e3	2256164	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 49s	41.7 GB	41 GB
1220	bf/6d6946	2256131	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	21m	28.2 GB	27.3 GB
1532	19/207bc7	2256170	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 26s	41.7 GB	41 GB
220	1e/1228c1	2256103	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 13s	10.5 GB	9.7 GB
479	8e/2ecfbb	2256105	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 34s	10.5 GB	9.7 GB
1827	ee/36f742	2256177	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 6s	4.2 GB	3.5 GB
1137	16/ec1d48	2256126	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 37s	9.8 GB	9 GB
1221	c8/553458	2256132	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 39s	9.8 GB	9 GB
1297	de/c6061a	2256143	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	21m 12s	28.2 GB	27.3 GB
643	33/361891	2256175	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 8s	27.4 GB	26.7 GB
96	c7/64b116	2255908	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	51m 54s	27.6 GB	26.7 GB
1713	7b/bf7eff	2256183	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method)	COMPLETED	0	24.8s	4.1 GB	3.5 GB
12	5b/2d7064	2255824	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	53m 31s	27.5 GB	26.7 GB
68	ef/05528b	2255880	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	53m 3s	27.6 GB	26.7 GB
26	ce/17b183	2255838	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	53m 53s	27.5 GB	26.7 GB
5	65/261b8a	2255818	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	54m 30s	27.6 GB	26.7 GB
89	21/098215	2255901	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	54m 13s	27.6 GB	26.7 GB
374	05/1505f2	2256140	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 44s	10.5 GB	9.7 GB
1298	9e/26242d	2256144	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 37s	9.8 GB	9 GB
531	70/6f285b	2256180	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 40s	27.4 GB	26.7 GB
40	d2/1cf8a0	2255852	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	55m 38s	27.6 GB	26.7 GB
103	5e/3e1629	2255915	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	55m 4s	27.5 GB	26.7 GB
2395	b7/a63961	2256188	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method)	COMPLETED	0	36.8s	1.8 GB	1003.9 MB
1410	65/ccfef9	2256150	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	23m 39s	9.8 GB	9 GB
47	c3/fb8096	2255860	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	56m 7s	27.6 GB	26.7 GB
2248	a8/df8cd3	2256097	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	31m 43s	29.2 GB	28.3 GB
2394	39/378b65	2256189	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 40s	1.1 GB	415.1 MB
19	53/f93ceb	2255832	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	56m 27s	27.6 GB	26.7 GB
2406	a0/c554a8	2256197	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	12.5s	1.1 GB	395.7 MB
937	6f/69669f	2256185	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 53s	27.4 GB	26.7 GB
1871	8d/974043	2256196	run_method (schraivogel/enhancer_screen_chr11/gene+seurat_de)	COMPLETED	0	48.7s	4.3 GB	3.6 GB
870	79/995ae8	2256168	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 26s	18.8 GB	18 GB
1743	36/b2cc62	2256195	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 8s	4.2 GB	3.5 GB
33	2f/e2c5c3	2255845	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	58m 22s	27.6 GB	26.7 GB
2663	3a/7d5857	2256087	run_method (simulated/experiment_1/gene+liscovitch_method)	COMPLETED	0	36m 57s	4.7 GB	4 GB
117	b2/e9971b	2255929	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	59m 55s	27.6 GB	26.7 GB
2122	cb/68e8ac	2256115	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	34m 35s	29.2 GB	28.3 GB
131	63/2fdef8	2255943	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 29s	27.6 GB	26.7 GB
1371	5a/6e7110	2256204	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 35s	41.7 GB	41 GB
82	25/0d6861	2255894	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 1m 10s	27.5 GB	26.7 GB
2002	fc/ca4ae5	2256209	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	51s	4.4 GB	3.6 GB
2407	cc/182ecc	2256210	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 9s	1.1 GB	391.4 MB
1263	1d/4fe6fe	2256160	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	23m 30s	9.8 GB	9 GB
61	8c/73b295	2255873	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 5m 29s	27.6 GB	26.7 GB
2662	2b/142bf7	2256086	run_method (simulated/experiment_1/gene+seurat_de)	COMPLETED	0	42m 50s	5.4 GB	4.6 GB
332	aa/d9ee57	2256162	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 38s	10.5 GB	9.7 GB
75	21/f34284	2255887	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 6m 51s	27.6 GB	26.7 GB
1130	00/4c74da	2256169	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	23m 23s	9.8 GB	9 GB
